StartTime,EndTime,XX,XX,XX,XX
2009.1120804892,2009.1121485335,0.0000000000,0.0000000000,0.0009148185,-0.5487637035
2009.1136303884,2009.1137059932,0.0000000000,0.0000000000,0.0014818548,0.0897583676
2009.1148929892,2009.1149935436,0.0000000000,0.0000000000,0.0011869960,-0.4015902662
2009.1163997936,2009.1164602775,0.0000000000,0.0000000000,0.0014062500,-0.0354563009
2009.1178362855,2009.1179194509,0.0000000000,0.0000000000,0.0013760081,-0.4901598754
2009.1192954589,2009.1193937452,0.0000000000,0.0000000000,0.0013760081,-0.1941401544
2009.1210041283,2009.1210744408,0.0000000000,0.0000000000,0.0016103831,-0.2366088211
2009.1223899650,2009.1224580093,0.0000000000,0.0000000000,0.0013155242,-0.3421969639
2009.1244690980,2009.1245522634,0.0000000000,0.0000000000,0.0020110887,0.2341903016
2009.1271908722,2009.1272536243,0.0000000000,0.0000000000,0.0026386089,0.2587376653
2009.1282364872,2009.1282969710,0.0000000000,0.0000000000,0.0009828629,-0.5757396262
2009.1297637049,2009.1298317493,0.0000000000,0.0000000000,0.0014667339,0.3463920529
2009.1308902170,2009.1309431404,0.0000000000,0.0000000000,0.0010584677,-0.5278822306
2009.1325837654,2009.1326465174,0.0000000000,0.0000000000,0.0016406250,0.3639598291
2009.1337276666,2009.1338183924,0.0000000000,0.0000000000,0.0010811492,-0.5772761088
2009.1354136545,2009.1354741384,0.0000000000,0.0000000000,0.0015952621,0.3620004490
2009.1364948037,2009.1365779690,0.0000000000,0.0000000000,0.0010206653,-0.5164242891
2009.1382337150,2009.1383115880,0.0000000000,0.0000000000,0.0016557460,0.3673940330
2009.1393095718,2009.1393927372,0.0000000000,0.0000000000,0.0009979839,-0.5501867583
